"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Jan-2014","EQ","1,030.05","1,046.05","1,020.00","1,029.40","1,020.10","1,025.25","1,032.42","1,379.95","990.00","12,546","1,29,52,791.55","1,067"
"31-Dec-2013","EQ","995.05","1,059.00","995.05","1,000.70","1,036.00","1,029.40","1,023.49","1,379.95","990.00","11,188","1,14,50,806.15","793"
"30-Dec-2013","EQ","1,014.85","1,014.85","995.00","1,005.85","1,001.00","1,000.70","1,000.14","1,379.95","990.00","12,270","1,22,71,703.95","1,118"
"27-Dec-2013","EQ","1,008.00","1,012.00","997.00","1,007.35","998.00","1,005.85","1,005.41","1,379.95","990.00","13,796","1,38,70,688.90","1,243"
"26-Dec-2013","EQ","1,007.00","1,014.00","998.00","1,003.70","998.00","1,007.35","1,009.36","1,379.95","990.00","16,414","1,65,67,642.90","1,486"
"24-Dec-2013","EQ","1,003.45","1,015.00","995.00","997.50","998.00","1,003.70","1,005.19","1,379.95","990.00","14,701","1,47,77,322.20","1,440"
"23-Dec-2013","EQ","1,000.00","1,005.00","992.00","994.60","992.00","997.50","998.91","1,379.95","990.00","24,862","2,48,34,878.05","2,755"
"20-Dec-2013","EQ","1,025.00","1,025.00","990.00","1,005.70","994.00","994.60","1,001.34","1,379.95","990.00","24,996","2,50,29,467.55","2,895"
"19-Dec-2013","EQ","1,007.00","1,020.00","995.40","998.65","1,014.75","1,005.70","1,000.54","1,379.95","995.40","6,632","66,35,607.35","1,012"
"18-Dec-2013","EQ","1,021.00","1,021.00","996.00","1,004.30","996.05","998.65","999.33","1,379.95","996.00","11,477","1,14,69,275.70","1,951"
"17-Dec-2013","EQ","1,017.50","1,017.50","1,000.00","1,008.70","1,000.00","1,004.30","1,005.24","1,379.95","1,000.00","16,093","1,61,77,362.95","2,931"
"16-Dec-2013","EQ","1,045.00","1,060.00","1,003.00","1,024.35","1,006.00","1,008.70","1,018.02","1,379.95","1,003.00","1,51,713","15,44,46,550.85","4,657"
"13-Dec-2013","EQ","1,048.00","1,048.00","1,003.50","1,044.55","1,011.00","1,024.35","1,032.34","1,379.95","1,003.50","12,573","1,29,79,655.05","1,052"
"12-Dec-2013","EQ","1,048.85","1,048.85","1,042.00","1,044.70","1,043.00","1,044.55","1,044.90","1,379.95","1,041.60","6,489","67,80,336.10","291"
"11-Dec-2013","EQ","1,045.80","1,053.00","1,042.00","1,047.15","1,042.00","1,044.70","1,045.99","1,379.95","1,041.60","7,005","73,27,171.65","417"
"10-Dec-2013","EQ","1,045.00","1,051.15","1,045.00","1,049.85","1,048.50","1,047.15","1,047.11","1,379.95","1,041.60","24,548","2,57,04,362.95","748"
"09-Dec-2013","EQ","1,055.95","1,060.00","1,048.00","1,046.25","1,049.00","1,049.85","1,052.17","1,379.95","1,041.60","5,206","54,77,623.00","337"
"06-Dec-2013","EQ","1,041.60","1,055.90","1,041.60","1,051.50","1,047.70","1,046.25","1,048.30","1,379.95","1,041.60","5,910","61,95,433.85","522"
"05-Dec-2013","EQ","1,060.00","1,060.00","1,045.00","1,053.50","1,045.00","1,051.50","1,052.66","1,379.95","1,043.85","5,169","54,41,199.35","321"
"04-Dec-2013","EQ","1,057.00","1,064.00","1,045.50","1,057.85","1,047.50","1,053.50","1,053.78","1,379.95","1,043.85","4,401","46,37,696.10","567"
"03-Dec-2013","EQ","1,045.00","1,064.00","1,045.00","1,055.15","1,053.10","1,057.85","1,055.71","1,379.95","1,043.85","2,668","28,16,641.95","278"
"02-Dec-2013","EQ","1,056.05","1,064.85","1,045.00","1,056.45","1,050.25","1,055.15","1,051.77","1,379.95","1,043.85","4,428","46,57,234.25","872"
"29-Nov-2013","EQ","1,065.00","1,066.00","1,048.00","1,059.05","1,048.00","1,056.45","1,057.23","1,379.95","1,043.85","3,790","40,06,904.30","328"
"28-Nov-2013","EQ","1,058.55","1,068.00","1,052.00","1,059.20","1,052.00","1,059.05","1,058.62","1,379.95","1,043.85","6,055","64,09,944.20","321"
"27-Nov-2013","EQ","1,056.00","1,065.00","1,056.00","1,062.50","1,057.50","1,059.20","1,058.80","1,379.95","1,043.85","2,969","31,43,591.25","306"
"26-Nov-2013","EQ","1,062.80","1,068.80","1,055.00","1,066.40","1,055.00","1,062.50","1,062.96","1,379.95","1,043.85","4,625","49,16,186.75","333"
"25-Nov-2013","EQ","1,062.00","1,070.00","1,062.00","1,062.25","1,065.50","1,066.40","1,065.83","1,379.95","1,043.85","4,463","47,56,797.10","578"
"22-Nov-2013","EQ","1,074.00","1,074.00","1,059.00","1,066.80","1,065.00","1,062.25","1,065.85","1,379.95","1,043.85","81,044","8,63,81,078.15","576"
"21-Nov-2013","EQ","1,060.00","1,075.00","1,059.00","1,068.25","1,071.00","1,066.80","1,064.82","1,379.95","1,043.85","3,078","32,77,524.00","380"
"20-Nov-2013","EQ","1,068.30","1,070.00","1,061.25","1,068.85","1,070.00","1,068.25","1,067.08","1,379.95","1,043.85","2,973","31,72,414.90","239"
"19-Nov-2013","EQ","1,072.85","1,074.00","1,065.00","1,065.80","1,065.15","1,068.85","1,069.80","1,379.95","1,043.85","36,801","3,93,69,752.85","1,104"
"18-Nov-2013","EQ","1,072.00","1,075.00","1,059.00","1,074.75","1,059.00","1,065.80","1,059.82","1,379.95","1,043.85","49,882","5,28,65,915.00","733"
"14-Nov-2013","EQ","1,067.70","1,082.80","1,055.00","1,067.70","1,072.00","1,074.75","1,070.59","1,379.95","1,043.85","4,710","50,42,470.70","712"
"13-Nov-2013","EQ","1,059.00","1,075.00","1,055.00","1,060.50","1,058.00","1,067.70","1,064.36","1,379.95","1,043.85","4,496","47,85,346.55","691"
"12-Nov-2013","EQ","1,067.55","1,069.95","1,058.00","1,067.55","1,058.05","1,060.50","1,062.75","1,379.95","1,043.85","3,643","38,71,584.00","677"
"11-Nov-2013","EQ","1,082.00","1,084.00","1,062.20","1,076.25","1,066.50","1,067.55","1,067.14","1,379.95","1,043.85","5,233","55,84,336.45","900"
"08-Nov-2013","EQ","1,066.45","1,082.00","1,060.00","1,069.90","1,073.00","1,076.25","1,073.35","1,379.95","1,043.85","6,792","72,90,216.55","685"
"07-Nov-2013","EQ","1,062.60","1,076.00","1,060.00","1,067.50","1,060.00","1,069.90","1,068.03","1,379.95","1,043.85","7,416","79,20,521.95","972"
"06-Nov-2013","EQ","1,074.95","1,074.95","1,062.00","1,074.60","1,062.00","1,067.50","1,068.85","1,379.95","1,043.85","16,236","1,73,53,771.35","944"
"05-Nov-2013","EQ","1,068.00","1,087.95","1,061.00","1,074.20","1,074.00","1,074.60","1,070.28","1,379.95","1,043.85","9,780","1,04,67,319.35","1,096"
"03-Nov-2013","EQ","1,081.00","1,082.90","1,070.00","1,069.20","1,075.00","1,074.20","1,075.01","1,379.95","1,043.85","940","10,10,507.90","199"
"01-Nov-2013","EQ","1,074.95","1,080.80","1,065.00","1,067.75","1,066.05","1,069.20","1,070.86","1,379.95","1,043.85","48,508","5,19,45,224.85","1,411"
"31-Oct-2013","EQ","1,081.10","1,081.10","1,051.10","1,077.60","1,055.00","1,067.75","1,070.76","1,379.95","1,043.85","23,997","2,56,94,974.90","2,008"
