"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"30-Dec-2011","EQ","1,005.00","1,012.00","990.50","999.50","995.10","994.65","999.76","2,003.00","969.15","24,67,620","2,46,70,15,758.60","84,281"
"29-Dec-2011","EQ","1,024.90","1,027.75","994.10","1,029.35","999.00","999.50","1,010.48","2,003.00","969.15","20,11,507","2,03,25,84,913.20","57,751"
"28-Dec-2011","EQ","1,024.00","1,034.30","1,007.10","1,028.60","1,032.00","1,029.35","1,019.45","2,003.00","969.15","14,31,232","1,45,90,64,489.15","58,890"
"27-Dec-2011","EQ","1,028.40","1,049.50","1,020.00","1,025.95","1,030.00","1,028.60","1,037.01","2,003.00","969.15","23,02,319","2,38,75,39,183.95","78,175"
"26-Dec-2011","EQ","1,015.75","1,033.75","1,014.00","1,008.85","1,024.00","1,025.95","1,025.93","2,003.00","969.15","11,73,614","1,20,40,45,680.15","46,080"
"23-Dec-2011","EQ","1,019.90","1,043.70","999.00","1,004.80","1,009.20","1,008.85","1,027.17","2,011.85","969.15","36,76,934","3,77,68,28,808.30","1,15,799"
"22-Dec-2011","EQ","997.00","1,017.45","978.10","999.70","1,013.45","1,004.80","994.84","2,011.85","969.15","44,36,510","4,41,36,23,009.85","1,31,880"
"21-Dec-2011","EQ","999.00","1,011.00","969.15","977.70","1,006.05","999.70","989.26","2,011.85","969.15","63,13,534","6,24,57,24,053.65","1,75,880"
"20-Dec-2011","EQ","1,028.30","1,032.70","970.50","1,032.90","972.00","977.70","998.90","2,011.85","970.50","54,91,598","5,48,55,39,750.75","2,03,763"
"19-Dec-2011","EQ","1,067.00","1,067.00","1,025.10","1,072.65","1,028.30","1,032.90","1,037.74","2,011.85","1,025.10","34,54,029","3,58,43,87,817.15","1,51,661"
"16-Dec-2011","EQ","1,146.60","1,154.00","1,060.00","1,133.10","1,061.05","1,072.65","1,115.93","2,020.00","1,060.00","42,12,747","4,70,11,20,706.25","1,49,729"
"15-Dec-2011","EQ","1,151.90","1,156.55","1,112.60","1,159.80","1,132.60","1,133.10","1,129.39","2,020.00","1,112.60","29,09,125","3,28,55,31,798.45","1,00,531"
"14-Dec-2011","EQ","1,163.60","1,193.90","1,156.00","1,170.65","1,161.05","1,159.80","1,176.43","2,020.00","1,154.00","22,70,810","2,67,14,51,420.70","79,833"
"13-Dec-2011","EQ","1,185.20","1,186.75","1,154.00","1,195.55","1,174.40","1,170.65","1,170.56","2,020.00","1,154.00","24,98,567","2,92,47,31,939.60","1,22,370"
"12-Dec-2011","EQ","1,240.15","1,242.10","1,187.20","1,226.85","1,193.20","1,195.55","1,204.70","2,020.00","1,174.25","23,01,785","2,77,29,53,812.60","85,192"
"09-Dec-2011","EQ","1,244.80","1,254.30","1,218.30","1,260.30","1,226.00","1,226.85","1,233.00","2,051.00","1,174.25","22,85,391","2,81,78,90,640.45","89,999"
"08-Dec-2011","EQ","1,325.00","1,330.00","1,251.70","1,331.85","1,260.00","1,260.30","1,278.61","2,051.00","1,174.25","23,22,312","2,96,93,24,704.25","92,919"
"07-Dec-2011","EQ","1,315.00","1,335.00","1,307.80","1,315.65","1,330.00","1,331.85","1,328.13","2,051.00","1,174.25","14,63,224","1,94,33,51,220.65","70,744"
"05-Dec-2011","EQ","1,303.00","1,323.95","1,294.00","1,310.30","1,315.50","1,315.65","1,311.05","2,051.00","1,174.25","14,14,147","1,85,40,11,627.65","57,899"
"02-Dec-2011","EQ","1,297.80","1,314.20","1,278.25","1,294.60","1,310.00","1,310.30","1,298.04","2,064.00","1,174.25","16,98,672","2,20,49,36,171.15","54,971"
"01-Dec-2011","EQ","1,306.00","1,325.90","1,286.50","1,272.15","1,289.00","1,294.60","1,306.79","2,064.00","1,174.25","22,67,671","2,96,33,75,362.05","81,958"
"30-Nov-2011","EQ","1,266.00","1,277.50","1,250.10","1,277.10","1,276.35","1,272.15","1,263.06","2,064.00","1,174.25","19,64,957","2,48,18,50,039.25","75,581"
"29-Nov-2011","EQ","1,280.00","1,289.45","1,258.15","1,279.65","1,277.30","1,277.10","1,274.27","2,064.00","1,174.25","19,95,115","2,54,23,11,246.10","88,389"
"28-Nov-2011","EQ","1,284.00","1,295.80","1,260.20","1,265.95","1,280.00","1,279.65","1,274.29","2,064.00","1,174.25","17,81,412","2,27,00,34,548.00","92,880"
"25-Nov-2011","EQ","1,217.00","1,285.80","1,210.00","1,224.00","1,264.70","1,265.95","1,256.07","2,065.00","1,174.25","37,76,235","4,74,32,06,561.90","1,04,820"
"24-Nov-2011","EQ","1,190.00","1,229.80","1,174.25","1,189.25","1,224.50","1,224.00","1,204.92","2,065.00","1,174.25","35,90,570","4,32,63,59,823.45","1,00,564"
"23-Nov-2011","EQ","1,218.00","1,230.00","1,182.50","1,227.10","1,190.50","1,189.25","1,209.00","2,065.00","1,182.50","26,50,406","3,20,43,32,002.30","1,10,215"
"22-Nov-2011","EQ","1,230.00","1,243.70","1,221.30","1,227.45","1,227.00","1,227.10","1,233.72","2,065.00","1,201.10","16,97,192","2,09,38,55,126.50","80,904"
"21-Nov-2011","EQ","1,249.00","1,263.60","1,220.00","1,244.60","1,225.00","1,227.45","1,239.43","2,065.00","1,201.10","25,91,542","3,21,20,43,171.95","95,811"
"18-Nov-2011","EQ","1,229.00","1,252.95","1,201.10","1,232.75","1,248.90","1,244.60","1,222.97","2,091.00","1,201.10","28,08,255","3,43,44,11,355.25","1,01,810"
"17-Nov-2011","EQ","1,233.00","1,254.80","1,220.35","1,236.50","1,229.95","1,232.75","1,240.34","2,091.00","1,220.35","24,83,890","3,08,08,67,986.30","1,03,380"
"16-Nov-2011","EQ","1,276.90","1,276.90","1,224.00","1,288.40","1,245.80","1,236.50","1,238.93","2,091.00","1,224.00","34,80,940","4,31,26,26,261.40","1,17,192"
"15-Nov-2011","EQ","1,326.00","1,339.80","1,275.50","1,326.85","1,276.15","1,288.40","1,312.77","2,091.00","1,267.65","15,44,138","2,02,70,95,542.00","65,181"
"14-Nov-2011","EQ","1,349.00","1,349.90","1,320.00","1,330.40","1,328.35","1,326.85","1,330.01","2,091.00","1,267.65","13,77,704","1,83,23,55,833.65","46,240"
"11-Nov-2011","EQ","1,367.00","1,368.80","1,322.50","1,374.25","1,333.45","1,330.40","1,339.13","2,189.00","1,267.65","19,98,335","2,67,60,34,951.35","79,213"
"09-Nov-2011","EQ","1,401.00","1,401.00","1,369.05","1,392.60","1,373.45","1,374.25","1,380.72","2,189.00","1,267.65","13,42,702","1,85,39,02,051.85","51,323"
"08-Nov-2011","EQ","1,401.00","1,405.00","1,378.55","1,393.70","1,390.10","1,392.60","1,391.79","2,189.00","1,267.65","15,72,009","2,18,79,12,427.05","49,003"
"04-Nov-2011","EQ","1,399.75","1,405.90","1,386.60","1,380.25","1,391.00","1,393.70","1,396.18","2,212.70","1,267.65","16,13,251","2,25,23,85,661.80","75,352"
"03-Nov-2011","EQ","1,384.10","1,389.00","1,361.40","1,389.95","1,385.15","1,380.25","1,375.09","2,212.70","1,267.65","18,60,570","2,55,84,50,921.95","72,810"
"02-Nov-2011","EQ","1,375.00","1,399.50","1,366.70","1,390.05","1,391.05","1,389.95","1,387.36","2,212.70","1,267.65","22,12,366","3,06,93,49,372.35","55,007"
"01-Nov-2011","EQ","1,395.00","1,396.00","1,378.00","1,413.15","1,387.40","1,390.05","1,385.69","2,212.70","1,267.65","18,42,430","2,55,30,45,861.25","86,316"
"31-Oct-2011","EQ","1,417.00","1,429.00","1,402.40","1,417.00","1,410.00","1,413.15","1,413.56","2,212.70","1,267.65","14,64,949","2,07,07,90,601.15","60,703"
"28-Oct-2011","EQ","1,384.90","1,422.00","1,381.15","1,350.75","1,416.15","1,417.00","1,407.96","2,212.70","1,267.65","27,69,452","3,89,92,78,053.30","1,30,503"
"26-Oct-2011","EQ","1,349.00","1,354.95","1,340.00","1,337.05","1,350.00","1,350.75","1,349.28","2,212.70","1,267.65","5,53,393","74,66,81,342.35","27,530"
"25-Oct-2011","EQ","1,293.35","1,341.00","1,267.65","1,294.25","1,339.15","1,337.05","1,314.27","2,212.70","1,267.65","48,39,313","6,36,01,60,314.15","1,59,961"
"24-Oct-2011","EQ","1,349.90","1,350.00","1,291.00","1,335.30","1,296.00","1,294.25","1,313.48","2,212.70","1,291.00","42,33,039","5,56,00,07,945.35","1,73,671"
"21-Oct-2011","EQ","1,385.00","1,417.90","1,325.00","1,385.20","1,332.00","1,335.30","1,376.12","2,212.70","1,302.65","57,83,973","7,95,94,65,661.80","1,93,691"
"20-Oct-2011","EQ","1,382.80","1,389.00","1,371.20","1,400.05","1,385.00","1,385.20","1,381.40","2,212.70","1,302.65","15,51,594","2,14,33,69,830.90","55,026"
"19-Oct-2011","EQ","1,360.00","1,404.80","1,356.60","1,348.70","1,393.90","1,400.05","1,381.04","2,212.70","1,302.65","18,00,314","2,48,63,11,760.25","59,650"
"18-Oct-2011","EQ","1,363.00","1,365.50","1,339.10","1,380.15","1,349.00","1,348.70","1,349.73","2,212.70","1,302.65","15,89,099","2,14,48,62,161.55","64,774"
"17-Oct-2011","EQ","1,417.50","1,418.90","1,375.35","1,407.55","1,377.25","1,380.15","1,390.59","2,212.70","1,302.65","12,06,890","1,67,82,90,635.85","60,609"
"14-Oct-2011","EQ","1,414.00","1,428.85","1,399.00","1,419.10","1,406.60","1,407.55","1,412.83","2,212.70","1,302.65","14,71,009","2,07,82,88,633.60","50,123"
"13-Oct-2011","EQ","1,448.00","1,450.00","1,413.00","1,443.60","1,413.10","1,419.10","1,428.26","2,212.70","1,302.65","11,68,740","1,66,92,67,540.85","51,578"
"12-Oct-2011","EQ","1,420.00","1,447.30","1,403.40","1,409.80","1,442.00","1,443.60","1,423.09","2,212.70","1,302.65","17,21,593","2,44,99,85,630.00","80,241"
"11-Oct-2011","EQ","1,401.00","1,424.90","1,401.00","1,385.30","1,408.00","1,409.80","1,414.53","2,212.70","1,302.65","13,52,020","1,91,24,73,171.70","63,213"
"10-Oct-2011","EQ","1,393.00","1,400.75","1,368.15","1,393.15","1,392.00","1,385.30","1,379.31","2,212.70","1,302.65","14,80,833","2,04,25,26,122.55","58,945"
"07-Oct-2011","EQ","1,381.00","1,398.50","1,375.00","1,343.05","1,386.55","1,393.15","1,388.47","2,212.70","1,302.65","17,69,145","2,45,64,12,702.65","73,700"
"05-Oct-2011","EQ","1,350.00","1,367.50","1,339.15","1,338.70","1,348.85","1,343.05","1,353.58","2,212.70","1,302.65","15,41,672","2,08,67,77,334.85","74,885"
"04-Oct-2011","EQ","1,316.00","1,363.50","1,311.15","1,319.20","1,347.00","1,338.70","1,340.85","2,212.70","1,302.65","29,26,169","3,92,35,65,494.20","1,15,269"
"03-Oct-2011","EQ","1,343.70","1,343.75","1,302.65","1,357.60","1,321.00","1,319.20","1,319.33","2,212.70","1,302.65","24,12,293","3,18,26,07,596.50","1,11,421"
"30-Sep-2011","EQ","1,371.00","1,398.40","1,350.80","1,369.50","1,356.95","1,357.60","1,373.63","2,212.70","1,348.65","30,43,429","4,18,05,43,314.55","1,46,770"
"29-Sep-2011","EQ","1,401.80","1,401.80","1,348.65","1,403.70","1,373.55","1,369.50","1,364.85","2,212.70","1,348.65","42,65,196","5,82,13,67,960.20","1,82,104"
"28-Sep-2011","EQ","1,453.80","1,454.35","1,400.05","1,445.65","1,402.30","1,403.70","1,415.92","2,212.70","1,400.05","18,04,389","2,55,48,69,264.00","87,813"
"27-Sep-2011","EQ","1,455.10","1,462.00","1,442.00","1,426.55","1,446.40","1,445.65","1,449.88","2,212.70","1,410.00","12,41,010","1,79,93,17,996.05","51,544"
"26-Sep-2011","EQ","1,454.00","1,457.00","1,410.00","1,451.25","1,423.80","1,426.55","1,425.55","2,212.70","1,410.00","19,33,112","2,75,57,46,675.95","1,00,640"
"23-Sep-2011","EQ","1,480.00","1,480.00","1,440.10","1,491.55","1,453.95","1,451.25","1,456.55","2,212.70","1,440.10","28,83,306","4,19,96,81,108.50","1,29,796"
"22-Sep-2011","EQ","1,542.60","1,542.60","1,480.10","1,559.00","1,483.70","1,491.55","1,509.03","2,212.70","1,461.00","34,44,665","5,19,81,08,544.30","1,55,795"
"21-Sep-2011","EQ","1,566.70","1,589.00","1,553.15","1,562.90","1,557.00","1,559.00","1,570.33","2,212.70","1,461.00","15,14,862","2,37,88,26,155.95","67,861"
"20-Sep-2011","EQ","1,564.00","1,572.60","1,551.00","1,561.25","1,564.10","1,562.90","1,562.18","2,212.70","1,461.00","25,03,203","3,91,04,65,471.25","81,129"
"19-Sep-2011","EQ","1,598.00","1,598.00","1,559.95","1,608.80","1,560.50","1,561.25","1,571.28","2,212.70","1,461.00","20,15,110","3,16,62,92,900.25","84,390"
"16-Sep-2011","EQ","1,602.15","1,632.40","1,597.10","1,590.65","1,612.00","1,608.80","1,615.09","2,212.70","1,461.00","17,79,406","2,87,39,00,896.20","66,076"
"15-Sep-2011","EQ","1,620.90","1,620.90","1,575.15","1,608.65","1,590.00","1,590.65","1,588.02","2,212.70","1,461.00","20,50,439","3,25,61,46,128.50","83,661"
"14-Sep-2011","EQ","1,637.20","1,640.00","1,596.10","1,634.85","1,610.00","1,608.65","1,610.86","2,212.70","1,461.00","19,56,910","3,15,23,11,593.50","68,372"
"13-Sep-2011","EQ","1,645.00","1,673.05","1,624.00","1,645.45","1,626.00","1,634.85","1,649.83","2,212.70","1,461.00","8,69,445","1,43,44,36,456.20","33,207"
"12-Sep-2011","EQ","1,665.00","1,670.00","1,626.00","1,692.55","1,645.00","1,645.45","1,644.69","2,212.70","1,461.00","17,71,662","2,91,38,29,481.15","61,483"
"09-Sep-2011","EQ","1,705.05","1,714.00","1,678.65","1,711.25","1,690.00","1,692.55","1,694.49","2,212.70","1,461.00","19,55,931","3,31,43,08,348.50","52,918"
"08-Sep-2011","EQ","1,689.00","1,723.00","1,655.10","1,680.05","1,705.20","1,711.25","1,696.45","2,212.70","1,461.00","23,30,561","3,95,36,78,798.00","69,608"
"07-Sep-2011","EQ","1,644.15","1,693.90","1,644.15","1,644.30","1,682.00","1,680.05","1,676.55","2,212.70","1,461.00","21,07,322","3,53,30,39,137.50","64,906"
"06-Sep-2011","EQ","1,620.10","1,649.00","1,601.85","1,625.25","1,647.90","1,644.30","1,624.09","2,212.70","1,461.00","16,03,042","2,60,34,88,874.60","51,270"
"05-Sep-2011","EQ","1,584.00","1,634.00","1,580.00","1,609.30","1,625.00","1,625.25","1,615.66","2,212.70","1,461.00","17,64,346","2,85,05,88,280.75","46,350"
"02-Sep-2011","EQ","1,624.70","1,625.00","1,587.45","1,608.95","1,609.00","1,609.30","1,605.60","2,212.70","1,461.00","14,21,544","2,28,24,25,671.75","70,816"
"30-Aug-2011","EQ","1,627.50","1,647.00","1,571.40","1,614.25","1,614.00","1,608.95","1,601.88","2,212.70","1,461.00","20,31,222","3,25,37,74,028.90","76,854"
"29-Aug-2011","EQ","1,557.00","1,637.45","1,542.60","1,531.35","1,617.00","1,614.25","1,593.35","2,212.70","1,461.00","18,18,390","2,89,73,31,906.15","73,474"
"26-Aug-2011","EQ","1,551.50","1,569.00","1,525.00","1,546.50","1,525.45","1,531.35","1,544.17","2,212.70","1,461.00","18,34,986","2,83,35,39,355.65","57,079"
"25-Aug-2011","EQ","1,557.20","1,568.90","1,524.10","1,558.05","1,551.20","1,546.50","1,544.20","2,212.70","1,461.00","19,02,457","2,93,77,73,731.05","70,690"
"24-Aug-2011","EQ","1,594.00","1,609.70","1,541.00","1,592.85","1,541.00","1,558.05","1,585.08","2,212.70","1,461.00","13,09,160","2,07,51,18,133.15","55,616"
"23-Aug-2011","EQ","1,575.35","1,599.80","1,562.80","1,562.00","1,596.00","1,592.85","1,581.59","2,212.70","1,461.00","13,04,526","2,06,32,22,183.80","61,220"
"22-Aug-2011","EQ","1,548.10","1,574.00","1,518.15","1,545.55","1,573.90","1,562.00","1,547.61","2,212.70","1,461.00","16,13,412","2,49,69,36,203.80","69,252"
"19-Aug-2011","EQ","1,600.00","1,603.00","1,540.00","1,628.00","1,546.90","1,545.55","1,555.12","2,212.70","1,461.00","28,58,253","4,44,49,24,083.50","96,516"
"18-Aug-2011","EQ","1,648.00","1,649.35","1,621.05","1,643.40","1,623.90","1,628.00","1,633.17","2,212.70","1,461.00","12,79,220","2,08,91,85,718.50","57,639"
